investor_id,total_sips,avg_gap_days,max_gap_days,total_sip_amount_inr,status
INV000981,6,50.4,104.0,68442,AT_RISK
INV000252,6,50.4,96.0,103128,AT_RISK
INV004279,8,50.3,116.0,185997,AT_RISK
INV003404,8,50.3,198.0,80637,AT_RISK
INV002422,10,50.3,139.0,78015,AT_RISK
INV003903,8,50.3,130.0,70037,AT_RISK
INV002590,10,50.2,125.0,151056,AT_RISK
INV004149,6,50.2,130.0,91943,AT_RISK
INV004135,10,50.1,164.0,66097,AT_RISK
INV003975,8,50.1,125.0,64647,AT_RISK
INV002689,8,50.0,115.0,78790,AT_RISK
INV003599,6,50.0,100.0,94188,AT_RISK
INV003847,8,50.0,66.0,74501,AT_RISK
INV004455,6,50.0,105.0,21070,AT_RISK
INV002893,9,50.0,148.0,67163,AT_RISK
INV003655,10,49.8,198.0,180197,AT_RISK
INV004447,7,49.8,129.0,111566,AT_RISK
INV004258,7,49.7,105.0,26892,AT_RISK
INV002475,10,49.7,119.0,65140,AT_RISK
INV002554,7,49.7,100.0,51011,AT_RISK
INV001800,7,49.7,132.0,100392,AT_RISK
INV000057,8,49.7,149.0,90907,AT_RISK
INV002527,7,49.7,93.0,9444,AT_RISK
INV000399,10,49.6,68.0,58193,AT_RISK
INV001759,10,49.6,126.0,108215,AT_RISK
INV000452,9,49.4,123.0,84270,AT_RISK
INV000853,10,49.3,193.0,61865,AT_RISK
INV001673,11,49.3,181.0,81749,AT_RISK
INV002904,7,49.3,104.0,21362,AT_RISK
INV000612,11,49.3,169.0,123648,AT_RISK
INV002915,8,49.3,117.0,115638,AT_RISK
INV003582,7,49.3,167.0,74240,AT_RISK
INV002437,7,49.2,212.0,180355,AT_RISK
INV002195,9,49.2,154.0,141661,AT_RISK
INV003495,10,49.2,121.0,76439,AT_RISK
INV003018,6,49.2,156.0,48461,AT_RISK
INV000069,10,49.1,129.0,156054,AT_RISK
INV004981,8,49.1,115.0,53117,AT_RISK
INV002813,7,49.0,149.0,58938,AT_RISK
INV002206,7,49.0,141.0,119856,AT_RISK
INV001636,9,48.9,159.0,35935,AT_RISK
INV000239,8,48.9,105.0,161292,AT_RISK
INV004338,10,48.9,209.0,134505,AT_RISK
INV000977,10,48.8,147.0,129735,AT_RISK
INV002294,8,48.7,163.0,93669,AT_RISK
INV003829,10,48.6,159.0,46819,AT_RISK
INV001995,6,48.6,94.0,76418,AT_RISK
INV001423,8,48.6,105.0,64384,AT_RISK
INV004712,8,48.6,84.0,119402,AT_RISK
INV000255,6,48.6,103.0,34653,AT_RISK
INV004560,9,48.4,107.0,83591,AT_RISK
INV002185,6,48.4,92.0,87101,AT_RISK
INV003559,10,48.3,118.0,131836,AT_RISK
INV002552,10,48.2,184.0,117496,AT_RISK
INV003007,9,48.2,162.0,50688,AT_RISK
INV004049,6,48.2,83.0,24571,AT_RISK
INV000073,9,48.2,112.0,113509,AT_RISK
INV002870,6,48.2,109.0,46965,AT_RISK
INV002935,7,48.0,72.0,50280,AT_RISK
INV003115,6,48.0,125.0,103814,AT_RISK
INV003311,9,48.0,149.0,43171,AT_RISK
INV001348,7,47.8,121.0,91022,AT_RISK
INV002407,7,47.8,167.0,68991,AT_RISK
INV000847,6,47.8,75.0,20771,AT_RISK
INV003634,6,47.8,83.0,65193,AT_RISK
INV001986,7,47.7,98.0,93572,AT_RISK
INV003450,10,47.7,158.0,140759,AT_RISK
INV001406,10,47.7,202.0,71494,AT_RISK
INV000030,9,47.6,100.0,76470,AT_RISK
INV002069,10,47.6,95.0,82746,AT_RISK
INV000493,10,47.6,201.0,130085,AT_RISK
INV004202,9,47.6,114.0,91560,AT_RISK
INV003767,9,47.5,125.0,129327,AT_RISK
INV001738,9,47.5,153.0,157288,AT_RISK
INV001853,8,47.4,95.0,158089,AT_RISK
INV002402,7,47.2,89.0,91623,AT_RISK
INV004680,7,47.2,155.0,22796,AT_RISK
INV003635,10,47.1,95.0,111446,AT_RISK
INV000531,7,47.0,82.0,151584,AT_RISK
INV000293,7,47.0,91.0,70574,AT_RISK
INV000609,6,47.0,87.0,44212,AT_RISK
INV001048,8,47.0,84.0,36491,AT_RISK
INV002390,6,47.0,100.0,90741,AT_RISK
INV000449,6,46.8,70.0,59567,AT_RISK
INV000408,6,46.8,125.0,47374,AT_RISK
INV002712,11,46.8,174.0,102129,AT_RISK
INV000971,7,46.8,139.0,38940,AT_RISK
INV004154,12,46.7,90.0,173527,AT_RISK
INV004400,8,46.6,104.0,187490,AT_RISK
INV003082,8,46.4,142.0,40228,AT_RISK
INV004996,10,46.3,104.0,84912,AT_RISK
INV001318,10,46.2,150.0,112663,AT_RISK
INV000109,9,46.2,63.0,67651,AT_RISK
INV000881,10,46.1,155.0,61437,AT_RISK
INV000048,9,46.0,168.0,40327,AT_RISK
INV000113,8,46.0,144.0,84349,AT_RISK
INV000772,6,46.0,81.0,88779,AT_RISK
INV003860,6,46.0,72.0,134277,AT_RISK
INV000292,7,46.0,95.0,123656,AT_RISK
INV002950,8,45.9,119.0,52718,AT_RISK
INV004358,8,45.9,87.0,82583,AT_RISK
INV003735,8,45.9,104.0,88089,AT_RISK
INV004289,11,45.9,201.0,42501,AT_RISK
INV000865,9,45.8,99.0,164885,AT_RISK
INV002693,7,45.8,72.0,166843,AT_RISK
INV001288,7,45.7,148.0,127240,AT_RISK
INV001580,7,45.7,119.0,85427,AT_RISK
INV002726,8,45.6,84.0,41222,AT_RISK
INV000033,8,45.6,87.0,46033,AT_RISK
INV002142,9,45.5,162.0,118669,AT_RISK
INV000249,7,45.5,162.0,194759,AT_RISK
INV003872,9,45.4,85.0,147109,AT_RISK
INV004177,8,45.4,117.0,43904,AT_RISK
INV001990,8,45.3,91.0,60133,AT_RISK
INV002259,7,45.3,89.0,139276,AT_RISK
INV003320,8,45.3,192.0,107141,AT_RISK
INV001407,6,45.2,141.0,49474,AT_RISK
INV003601,9,45.2,118.0,59029,AT_RISK
INV002645,7,45.2,133.0,89681,AT_RISK
INV004947,6,45.0,75.0,52036,AT_RISK
INV001019,9,44.9,180.0,62583,AT_RISK
INV000858,9,44.9,157.0,70918,AT_RISK
INV000094,6,44.8,95.0,49928,AT_RISK
INV001262,7,44.8,116.0,135943,AT_RISK
INV002102,6,44.8,63.0,90782,AT_RISK
INV004295,9,44.8,119.0,72695,AT_RISK
INV002017,7,44.7,99.0,48099,AT_RISK
INV000086,10,44.7,167.0,81221,AT_RISK
INV004805,7,44.7,92.0,90625,AT_RISK
INV001466,6,44.6,82.0,102555,AT_RISK
INV000586,7,44.5,111.0,138122,AT_RISK
INV000980,8,44.4,121.0,208518,AT_RISK
INV001828,8,44.4,91.0,57282,AT_RISK
INV002886,7,44.3,137.0,111958,AT_RISK
INV002052,7,44.2,114.0,143832,AT_RISK
INV003024,6,44.2,122.0,49549,AT_RISK
INV001562,10,44.2,146.0,66556,AT_RISK
INV003304,10,44.2,180.0,135315,AT_RISK
INV003317,8,44.1,71.0,75540,AT_RISK
INV000091,8,44.0,105.0,55134,AT_RISK
INV004579,8,43.9,77.0,26842,AT_RISK
INV001457,6,43.8,63.0,85947,AT_RISK
INV000369,6,43.8,112.0,22654,AT_RISK
INV003948,7,43.7,101.0,125023,AT_RISK
INV000412,8,43.7,70.0,87441,AT_RISK
INV002881,6,43.6,110.0,73870,AT_RISK
INV000460,6,43.4,107.0,35369,AT_RISK
INV002841,6,43.4,102.0,66169,AT_RISK
INV000279,9,43.4,133.0,61623,AT_RISK
INV004864,8,43.3,114.0,85458,AT_RISK
INV001063,8,43.3,120.0,30795,AT_RISK
INV002843,8,43.1,128.0,39772,AT_RISK
INV002198,9,43.0,93.0,50035,AT_RISK
INV001938,9,43.0,112.0,46935,AT_RISK
INV000699,6,42.8,147.0,51568,AT_RISK
INV001142,7,42.8,106.0,60116,AT_RISK
INV001753,11,42.8,128.0,111704,AT_RISK
INV004248,7,42.7,93.0,105673,AT_RISK
INV002304,10,42.6,104.0,88837,AT_RISK
INV003943,9,42.5,88.0,34838,AT_RISK
INV004460,9,42.5,93.0,22621,AT_RISK
INV001972,8,42.4,153.0,147921,AT_RISK
INV002149,8,42.3,215.0,71024,AT_RISK
INV004682,9,42.2,105.0,189171,AT_RISK
INV001037,10,42.0,86.0,73922,AT_RISK
INV004321,9,42.0,84.0,112711,AT_RISK
INV004297,9,41.9,82.0,122117,AT_RISK
INV004281,8,41.7,93.0,144759,AT_RISK
INV001002,7,41.7,85.0,38098,AT_RISK
INV002751,7,41.5,102.0,95314,AT_RISK
INV001069,8,41.3,98.0,96230,AT_RISK
INV002906,6,41.2,74.0,88578,AT_RISK
INV003405,8,41.0,186.0,95007,AT_RISK
INV004840,7,41.0,103.0,22257,AT_RISK
INV004410,11,40.9,138.0,80237,AT_RISK
INV004004,10,40.8,88.0,126080,AT_RISK
INV000864,6,40.8,106.0,72191,AT_RISK
INV002579,6,40.8,71.0,136656,AT_RISK
INV003153,7,40.7,156.0,82703,AT_RISK
INV004017,7,40.5,85.0,30279,AT_RISK
INV002347,9,40.5,79.0,30517,AT_RISK
INV004001,8,40.3,123.0,82786,AT_RISK
INV002122,7,40.3,97.0,66891,AT_RISK
INV002927,8,40.3,79.0,84741,AT_RISK
INV002831,6,40.2,72.0,41114,AT_RISK
INV000011,7,40.2,125.0,93920,AT_RISK
INV002391,6,40.2,124.0,59250,AT_RISK
INV004326,10,40.1,78.0,113261,AT_RISK
INV000823,7,39.7,69.0,49395,AT_RISK
INV003558,7,39.2,66.0,76056,AT_RISK
INV004617,9,39.2,83.0,110799,AT_RISK
INV002384,10,39.1,92.0,107297,AT_RISK
INV001920,7,39.0,76.0,111406,AT_RISK
INV002467,8,38.9,116.0,200058,AT_RISK
INV001025,6,38.8,76.0,77009,AT_RISK
INV004007,7,38.8,102.0,30426,AT_RISK
INV004834,9,38.6,106.0,172198,AT_RISK
INV000446,6,38.6,101.0,31195,AT_RISK
INV003009,9,38.1,84.0,44642,AT_RISK
INV002445,8,38.1,117.0,93265,AT_RISK
INV002723,9,37.8,102.0,44585,AT_RISK
INV000328,9,37.5,73.0,64273,AT_RISK
INV003338,9,37.5,155.0,153954,AT_RISK
INV000155,7,37.3,99.0,57530,AT_RISK
INV004511,6,37.2,89.0,43556,AT_RISK
INV002865,6,37.2,50.0,101007,AT_RISK
INV002688,9,37.0,122.0,127567,AT_RISK
INV000714,9,37.0,95.0,47519,AT_RISK
INV004807,8,36.9,86.0,33686,AT_RISK
INV001210,9,36.9,93.0,84090,AT_RISK
INV000052,6,36.2,120.0,24378,AT_RISK
INV003045,6,36.2,71.0,32392,AT_RISK
INV000665,10,36.2,148.0,56140,AT_RISK
INV003455,7,35.5,76.0,79732,AT_RISK
INV002464,6,35.4,97.0,50372,AT_RISK
INV004134,6,35.4,54.0,19310,AT_RISK
INV003025,8,35.3,65.0,71546,AT_RISK
INV000676,11,35.3,106.0,174741,AT_RISK
INV000566,7,35.0,119.0,120009,AT_RISK
INV003772,9,34.5,72.0,28922,AT_RISK
INV000707,9,34.4,106.0,50988,AT_RISK
INV004927,7,34.2,63.0,95667,AT_RISK
INV003382,6,34.2,85.0,70423,AT_RISK
INV004246,7,34.2,64.0,97439,AT_RISK
INV004542,7,34.0,59.0,59894,AT_RISK
INV001672,9,34.0,130.0,90532,AT_RISK
INV003650,11,33.9,86.0,43669,AT_RISK
INV002509,10,33.7,74.0,117779,AT_RISK
INV002092,7,33.5,54.0,63358,AT_RISK
INV002037,6,33.2,61.0,58317,AT_RISK
INV002388,6,33.2,84.0,109517,AT_RISK
INV003678,6,32.8,45.0,49783,HEALTHY
INV000785,6,32.6,66.0,29312,AT_RISK
INV000930,8,32.4,118.0,92989,AT_RISK
INV002810,8,32.3,139.0,198382,AT_RISK
INV000624,7,31.7,53.0,131937,AT_RISK
INV000935,9,30.9,73.0,152824,AT_RISK
INV004356,6,30.8,81.0,27375,AT_RISK
INV003828,7,30.7,109.0,130613,AT_RISK
INV001775,8,29.1,65.0,92864,AT_RISK
INV000750,9,26.5,84.0,95979,AT_RISK
INV001099,8,26.1,63.0,135739,AT_RISK
INV000334,7,25.5,60.0,43720,AT_RISK
INV002298,6,23.2,37.0,79273,HEALTHY
INV002705,8,22.6,70.0,53493,AT_RISK
INV002374,6,21.2,34.0,87120,HEALTHY
INV004701,7,20.0,82.0,40757,AT_RISK
INV001822,6,19.8,43.0,43103,HEALTHY
